route,route_type,week_of,total_cost,total_tonne_km,cost_per_tonne_km,own_history_avg,vs_own_history_pct,peer_avg,vs_similar_routes_pct,is_flagged
Chennai-Bangalore,Medium,2025-11-24,51925,17939.989999999998,2.894371735993164,2.8492257544126813,1.6,2.666174885009206,8.6,False
Chennai-Bangalore,Medium,2025-12-01,65788,22836.71,2.8808002553782925,2.8485104902036316,1.1,2.750900844991872,4.7,False
Chennai-Bangalore,Medium,2025-12-08,32225,11156.45,2.888463624181527,2.8618396029834003,0.9,2.8082150105889863,2.9,False
Chennai-Bangalore,Medium,2025-12-15,46310,15755.3,2.9393283529986736,2.8640946205057416,2.6,2.729520204490975,7.7,False
Chennai-Bangalore,Medium,2025-12-22,67337,23847.41,2.8236609342482057,2.8744553078868433,-1.8,2.786383715223483,1.3,False
Delhi-Chennai,Long,2024-01-01,134916,68964.94,1.956298374217392,,,2.052382241207193,-4.7,False
Delhi-Chennai,Long,2024-01-08,285908,136285.82,2.0978558150803948,1.956298374217392,7.2,2.102876555335229,-0.2,False
Delhi-Chennai,Long,2024-01-15,275120,128158.55,2.1467159233621165,2.0270770946488934,5.9,2.050266709738524,4.7,False
Delhi-Chennai,Long,2024-01-22,314261,155006.09999999998,2.027410534166075,2.0669567042199675,-1.9,2.068174821338809,-2.0,False
Delhi-Chennai,Long,2024-01-29,303502,151670.82,2.001057289727846,2.057070161706495,-2.7,2.001214266938675,-0.0,False
Delhi-Chennai,Long,2024-02-05,280713,126404.08000000002,2.2207590134748814,2.045867587310765,8.5,2.059562626321188,7.8,False
Delhi-Chennai,Long,2024-02-12,188995,92440.46,2.0445051874471414,2.0750161583381175,-1.5,2.0894040876518805,-2.1,False
Delhi-Chennai,Long,2024-02-19,220217,103181.74,2.1342632911598507,2.0706574482108353,3.1,1.9841412056844687,7.6,False
Delhi-Chennai,Long,2024-02-26,328959,156167.56,2.1064489961935755,2.0786081785794623,1.3,1.9726880963721798,6.8,False
Delhi-Chennai,Long,2024-03-04,365685,178170.03999999998,2.0524494466072976,2.0973770063264854,-2.1,1.9799555013074301,3.7,False
Delhi-Chennai,Long,2024-03-11,299031,148010.98,2.0203298430967758,2.091701210267348,-3.4,2.02201721830256,-0.1,False
Delhi-Chennai,Long,2024-03-18,307002,138731.0,2.2129300588909477,2.0759029502341804,6.6,2.061960495188942,7.3,False
Delhi-Chennai,Long,2024-03-25,236863,115481.05,2.051098426971352,2.0990928908247892,-2.3,2.0472240164517324,0.2,False
Delhi-Chennai,Long,2024-04-01,378776,185677.96,2.039962093508567,2.1053480329802277,-3.1,1.9983200630035558,2.1,False
Delhi-Chennai,Long,2024-04-08,345993,159068.3,2.175122258803294,2.082748417984438,4.4,1.967855048593877,10.5,False
Delhi-Chennai,Long,2024-04-15,366192,167242.24,2.189590380994658,2.0990755519039577,4.3,2.073192196508584,5.6,False
Delhi-Chennai,Long,2024-04-22,395713,193925.94,2.040536712107725,2.1059914381333087,-3.1,2.0991863706756515,-2.8,False
Delhi-Chennai,Long,2024-04-29,332927,163095.0,2.041307213587173,2.0977524026225773,-2.7,2.110931019670532,-3.3,False
Delhi-Chennai,Long,2024-05-06,155730,76399.79,2.038356388152376,2.0963596234950614,-2.8,1.9642936490878076,3.8,False
Delhi-Chennai,Long,2024-05-13,284855,132685.32,2.146846388130955,2.0986129416270116,2.3,2.0495326719754328,4.7,False
Delhi-Chennai,Long,2024-05-20,337228,153810.76,2.192486403421971,2.0903524827820124,4.9,2.1206043074671426,3.4,False
Delhi-Chennai,Long,2024-05-27,376445,180036.97,2.090931656981341,2.10802597983834,-0.8,2.1087978473591034,-0.8,False
Delhi-Chennai,Long,2024-06-03,315816,145168.93,2.175506838825636,2.1143971752724364,2.9,2.087029691946987,4.2,False
Delhi-Chennai,Long,2024-06-10,206303,94437.6,2.1845430210001098,2.1144452477752296,3.3,1.9726237810287692,10.7,False
Delhi-Chennai,Long,2024-06-17,380586,173795.69,2.1898471705483606,2.113814327775911,3.6,2.0960202786155504,4.5,False
Delhi-Chennai,Long,2024-06-24,195902,93973.4,2.08465374244201,2.1324781350809903,-2.2,2.0925849110903694,-0.4,False
Delhi-Chennai,Long,2024-07-01,312824,147693.13999999998,2.118067230475295,2.137896451187845,-0.9,1.96813375663559,7.6,False
Delhi-Chennai,Long,2024-07-08,288650,135645.14,2.127978930907513,2.1478603064782096,-0.9,2.08263284831424,2.2,False
Delhi-Chennai,Long,2024-07-15,181537,84805.84,2.140619089440067,2.1455018743252796,-0.2,2.0253385577855028,5.7,False
Delhi-Chennai,Long,2024-07-22,287614,147788.88,1.9461139430788024,2.1390184600775415,-9.0,2.101169727476897,-7.4,False
Delhi-Chennai,Long,2024-07-29,265177,132932.73,1.9948209895335784,2.1209162458397244,-5.9,2.061764112371173,-3.2,False
Delhi-Chennai,Long,2024-08-05,233920,117091.19,1.997759182394508,2.098330514678217,-4.8,2.029615034840363,-1.6,False
Delhi-Chennai,Long,2024-08-12,201436,95988.45,2.098544147759444,2.074982534852517,1.1,1.9964214460274388,5.1,False
Delhi-Chennai,Long,2024-08-19,395576,191008.67,2.070984526513901,2.063569657003902,0.4,2.037560482798958,1.6,False
Delhi-Chennai,Long,2024-08-26,244690,115276.29,2.1226394430285707,2.0618610050128887,2.9,1.9834228676600425,7.0,False
Delhi-Chennai,Long,2024-09-02,290503,137664.2,2.110229093693204,2.062432531582048,2.3,1.9756965289461967,6.8,False
Delhi-Chennai,Long,2024-09-09,393132,185527.61,2.118994579836392,2.060213801930259,2.9,1.9857427660457434,6.7,False
Delhi-Chennai,Long,2024-09-16,269037,125313.89,2.1469048642572663,2.0575107382298,4.3,2.055272722660886,4.5,False
Delhi-Chennai,Long,2024-09-23,264307,124877.9,2.116523420076731,2.082609603377108,1.6,2.0392874624896247,3.8,False
Delhi-Chennai,Long,2024-09-30,181707,87942.18,2.066209866528212,2.097822407195002,-1.5,2.0620613195558053,0.2,False
Delhi-Chennai,Long,2024-10-07,240803,120864.68,1.9923355607279147,2.106378742711715,-5.4,2.130967172753701,-6.5,False
Delhi-Chennai,Long,2024-10-14,380536,173746.71000000002,2.1901767233463008,2.093102669332774,4.6,2.0392956957273545,7.4,False
Delhi-Chennai,Long,2024-10-21,248827,114133.72,2.1801357215028125,2.108001693936824,3.4,1.9730751033874605,10.5,False
Delhi-Chennai,Long,2024-10-28,299876,146739.68,2.0435917537778465,2.115188728746104,-3.4,2.0035287548242557,2.0,False
Delhi-Chennai,Long,2024-11-04,310423,145262.07,2.136985931702612,2.1068590612566847,1.4,2.018125147598922,5.9,False
Delhi-Chennai,Long,2024-11-11,225138,110254.33000000002,2.0419878294122324,2.109107980239962,-3.2,2.1002104443408576,-2.8,False
Delhi-Chennai,Long,2024-11-18,292751,147106.41,1.990062839545877,2.0959933508843327,-5.1,2.061786738897805,-3.5,False
Delhi-Chennai,Long,2024-11-25,292948,147306.96000000002,1.988690826285465,2.080185778317976,-4.4,1.9508277503095366,1.9,False
Delhi-Chennai,Long,2024-12-02,261839,133042.39,1.968087013469917,2.0704958982876325,-4.9,2.058579168082445,-4.4,False
Delhi-Chennai,Long,2024-12-09,365928,168693.28999999998,2.169191199009753,2.067464829880383,4.9,2.0023254581647825,8.3,False
Delhi-Chennai,Long,2024-12-16,151111,74215.56,2.036109408862508,2.064841639338314,-1.4,2.0000362320939207,1.8,False
Delhi-Chennai,Long,2024-12-23,239833,114783.28,2.0894419465971,2.0468383502582763,2.1,2.0476720499055414,2.0,False
Delhi-Chennai,Long,2024-12-30,197924,91177.24,2.170761036416544,2.0525696243606832,5.8,1.9908577523945326,9.0,False
Delhi-Chennai,Long,2025-01-06,173114,85746.04,2.0189153924776004,2.0567915124499248,-1.8,2.0804490008578123,-3.0,False
Delhi-Chennai,Long,2025-01-13,196332,98298.23,1.9973096158496448,2.0539074578330956,-2.8,2.0268306193431203,-1.5,False
Delhi-Chennai,Long,2025-01-20,226790,115566.66,1.962417188486714,2.054813304871067,-4.5,2.0873024422024202,-6.0,False
Delhi-Chennai,Long,2025-01-27,344386,157878.79,2.181331640557924,2.051529100146223,6.3,1.9823117378714405,10.0,False
Delhi-Chennai,Long,2025-02-03,343244,154991.75,2.2145952929752712,2.0781846785322236,6.6,2.03653826209116,8.7,False
Delhi-Chennai,Long,2025-02-10,278208,136497.9,2.038185202849274,2.0838601902779135,-2.2,2.006206496392305,1.6,False
Delhi-Chennai,Long,2025-02-17,357413,161048.50999999998,2.2192878406636614,2.084119664526259,6.5,1.983304462451565,11.9,False
Delhi-Chennai,Long,2025-02-24,167650,80733.79000000001,2.0765778492499853,2.100350401284579,-1.1,2.0549150439013273,1.1,False
Delhi-Chennai,Long,2025-03-03,361236,167863.94,2.1519571147918963,2.0885775028887594,3.0,2.0225395891319593,6.4,False
Delhi-Chennai,Long,2025-03-10,339952,160446.95,2.1187813168153085,2.1052077181780464,0.6,2.0533262825921366,3.2,False
Delhi-Chennai,Long,2025-03-17,359910,172909.0,2.0814995170870225,2.1203916807987544,-1.8,2.051999401135767,1.4,False
Delhi-Chennai,Long,2025-03-24,363909,183170.6,1.9867216682153144,2.135276971873793,-7.0,2.056598026162429,-3.4,False
Delhi-Chennai,Long,2025-03-31,233524,114040.22,2.047733685536559,2.1109507253309667,-3.0,2.0312871603460243,0.8,False
Delhi-Chennai,Long,2025-04-07,268478,121555.87,2.208679844091445,2.0900930244011278,5.7,2.030538498899632,8.8,False
Delhi-Chennai,Long,2025-04-14,270747,136493.01,1.983596083052165,2.1114048545563993,-6.1,1.9913129731886885,-0.4,False
Delhi-Chennai,Long,2025-04-21,312046,151247.37,2.0631499245243075,2.081943384854962,-0.9,2.003795781637503,3.0,False
Delhi-Chennai,Long,2025-04-28,287385,138983.8,2.0677589762260062,2.0802648942642525,-0.6,1.9858355891948456,4.1,False
Delhi-Chennai,Long,2025-05-05,275140,125137.77,2.198696684462253,2.069740126943516,6.2,2.1727587123493297,1.2,False
Delhi-Chennai,Long,2025-05-12,257748,120695.86,2.1355164957605006,2.079729547899384,2.7,2.277680865830098,-6.2,False
Delhi-Chennai,Long,2025-05-19,209646,99385.89,2.109414123071192,2.0864816702335687,1.1,2.1196842350954443,-0.5,False
Delhi-Chennai,Long,2025-05-26,336879,159555.2,2.111363340085437,2.1018182270905537,0.5,2.187510958508544,-3.5,False
Delhi-Chennai,Long,2025-06-02,282835,137097.28,2.0630241533603,2.109771933909163,-2.2,2.2572857095261822,-8.6,False
Delhi-Chennai,Long,2025-06-09,272871,124094.11,2.198903719120916,2.0915649725677703,5.1,2.210004587207286,-0.5,False
Delhi-Chennai,Long,2025-06-16,280644,136349.13999999998,2.0582748083339584,2.118478427076364,-2.8,2.249744469322215,-8.5,False
Delhi-Chennai,Long,2025-06-23,335839,164202.09,2.04527847361748,2.1178690375525706,-3.4,2.224010474346948,-8.0,False
Delhi-Chennai,Long,2025-06-30,257627,119623.72,2.153644778811427,2.1150589747265047,1.8,2.1349042302416272,0.9,False
Delhi-Chennai,Long,2025-07-07,248042,125362.08,1.97860469449773,2.1094274865201514,-6.2,2.1164719854676184,-6.5,False
Delhi-Chennai,Long,2025-07-14,389253,179359.28999999998,2.1702416417906205,2.089813511362305,3.8,2.1169412185892087,2.5,False
Delhi-Chennai,Long,2025-07-21,167776,82271.76999999999,2.0392900262143385,2.0974169512022334,-2.8,2.205660155814617,-7.5,False
Delhi-Chennai,Long,2025-07-28,345705,167597.52,2.062709519806737,2.0884077869683466,-1.2,2.2308588873462982,-7.5,False
Delhi-Chennai,Long,2025-08-04,353040,162114.24,2.177723560866708,2.088368457774151,4.3,2.1098241131442768,3.2,False
Delhi-Chennai,Long,2025-08-11,298330,150098.37,1.987563222705217,2.0857209379923747,-4.7,2.1616477633608566,-8.1,False
Delhi-Chennai,Long,2025-08-18,363312,180824.25,2.0091995404377454,2.0768819897887822,-3.3,2.2240533427724345,-9.7,False
Delhi-Chennai,Long,2025-08-25,207066,102689.62,2.016425808178081,2.0723721231413155,-2.7,2.101999487344841,-4.1,False
Delhi-Chennai,Long,2025-09-01,233971,109857.22999999998,2.1297733430926677,2.0552197518121473,3.6,2.1727684310359154,-2.0,False
Delhi-Chennai,Long,2025-09-08,395213,184041.66,2.1474105373750705,2.0741158328865144,3.5,2.095873103602398,2.5,False
Delhi-Chennai,Long,2025-09-15,187163,91050.98,2.0555846845360697,2.071261944834571,-0.8,2.175696236435805,-5.5,False
Delhi-Chennai,Long,2025-09-22,319960,161463.94,1.9816189298985272,2.073298777124787,-4.4,2.2176597534882507,-10.6,False
Delhi-Chennai,Long,2025-09-29,401679,192680.76,2.084686608045349,2.0631624533862607,1.0,2.184463149978113,-4.6,False
Delhi-Chennai,Long,2025-10-06,260010,123358.01,2.107767464796165,2.051532834283591,2.7,2.2658823796579117,-7.0,False
Delhi-Chennai,Long,2025-10-13,198214,96519.99,2.0536056831336182,2.0665583645449597,-0.6,2.1430335910371303,-4.2,False
Delhi-Chennai,Long,2025-10-20,295256,142686.87,2.069258369743481,2.072109132381944,-0.1,2.110127743744713,-1.9,False
Delhi-Chennai,Long,2025-10-27,320946,147137.88,2.1812601894223294,2.0787132025776187,4.9,2.119582543664989,2.9,False
Delhi-Chennai,Long,2025-11-03,349609,171828.61,2.0346378871364905,2.085149058368826,-2.4,2.130821966023152,-4.5,False
Delhi-Chennai,Long,2025-11-10,215222,97942.03,2.197442711775526,2.0710524770890038,6.1,2.115029716790139,3.9,False
Delhi-Chennai,Long,2025-11-17,274519,137223.38,2.000526440902417,2.088784730493936,-4.2,2.1081283753458364,-5.1,False
Delhi-Chennai,Long,2025-11-24,185792,91553.88,2.029318691900332,2.091148169369422,-3.0,2.2381856325864686,-9.3,False
Delhi-Chennai,Long,2025-12-01,346195,167106.46,2.071703272273256,2.084227179851295,-0.6,2.1501775422169533,-3.6,False
Delhi-Chennai,Long,2025-12-08,274433,138401.24,1.982879633159356,2.0797191557859316,-4.7,2.1655957589105226,-8.4,False
Delhi-Chennai,Long,2025-12-15,169291,86039.98999999999,1.9675850729410824,2.0708783995391484,-5.0,2.14394799414601,-8.2,False
Delhi-Chennai,Long,2025-12-22,285284,143320.77000000002,1.9905279604623949,2.0581692374388485,-3.3,2.215853146357839,-10.2,False
Delhi-Jaipur,Short,2024-01-01,61886,20627.81,3.000124589086287,,,3.3012764038642617,-9.1,False
Delhi-Jaipur,Short,2024-01-08,56169,18396.53,3.053238844499479,3.000124589086287,1.8,3.3819401535881366,-9.7,False
Delhi-Jaipur,Short,2024-01-15,77069,25534.04,3.018284611444174,3.026681716792883,-0.3,3.4115233282114596,-11.5,False
Delhi-Jaipur,Short,2024-01-22,61427,20540.57,2.9905207109637173,3.0238826816766466,-1.1,3.378891559642258,-11.5,False
Delhi-Jaipur,Short,2024-01-29,65029,20365.83,3.193044427848018,3.015542188998414,5.9,3.279357822939943,-2.6,False
Delhi-Jaipur,Short,2024-02-05,45216,14974.350000000002,3.019563453505494,3.051042636768335,-1.0,3.290516772925383,-8.2,False
Delhi-Jaipur,Short,2024-02-12,44149,14176.66,3.114203204421916,3.0457961062245285,2.2,3.2809380923227827,-5.1,False
Delhi-Jaipur,Short,2024-02-19,46469,15519.43,2.9942465670453102,3.055568548824155,-2.0,3.3802576808143905,-11.4,False
Delhi-Jaipur,Short,2024-02-26,42988,13885.36,3.095922612017261,3.0479033011017993,1.6,3.2499259231239646,-4.7,False
Delhi-Jaipur,Short,2024-03-04,71237,23738.65,3.000886739557641,3.059878053968171,-1.9,3.40988377758577,-12.0,False
Delhi-Jaipur,Short,2024-03-11,42074,13516.009999999998,3.112900922683544,3.0533340408504417,2.0,3.3410955755219525,-6.8,False
Delhi-Jaipur,Short,2024-03-18,41957,13624.69,3.079482909335919,3.065161079755363,0.5,3.414569056970697,-9.8,False
Delhi-Jaipur,Short,2024-03-25,66568,20969.49,3.17451688143107,3.076281354551888,3.2,3.53351602823954,-10.2,False
Delhi-Jaipur,Short,2024-04-01,36029,12051.29,2.989638453642722,3.073965411249769,-2.7,3.3289607115279054,-10.2,False
Delhi-Jaipur,Short,2024-04-08,60612,19392.15,3.125594634942489,3.0702247862669227,1.8,3.4927382217499114,-10.5,False
Delhi-Jaipur,Short,2024-04-15,40207,12558.9,3.2014746514424037,3.071648715081994,4.2,3.5704215300961137,-10.3,False
Delhi-Jaipur,Short,2024-04-22,58963,19279.07,3.0583944142533848,3.0975522256316315,-1.3,3.325498646456372,-8.0,False
Delhi-Jaipur,Short,2024-04-29,57004,18542.32,3.0742647090547464,3.0928612009111465,-0.6,3.5158633957658165,-12.6,False
Delhi-Jaipur,Short,2024-05-06,41553,13423.93,3.095442243813846,3.1020334470982847,-0.2,3.504023340372097,-11.7,False
Delhi-Jaipur,Short,2024-05-13,40231,13144.820000000002,3.060597254279632,3.0998511122395724,-1.3,3.302187408752174,-7.3,False
Delhi-Jaipur,Short,2024-05-20,49182,16102.36,3.0543348925250706,3.0974904053575365,-1.4,3.3428504602405065,-8.6,False
Delhi-Jaipur,Short,2024-05-27,41585,13387.36,3.1062883197284608,3.082467656744287,0.8,3.4444426250684543,-9.8,False
Delhi-Jaipur,Short,2024-06-03,74584,23744.620000000003,3.1410904870240075,3.097048890005004,1.4,3.379699791437122,-7.1,False
Delhi-Jaipur,Short,2024-06-10,38973,12859.28,3.0307295587311263,3.098985871515194,-2.2,3.5335832714791575,-14.2,False
Delhi-Jaipur,Short,2024-06-17,66166,20843.04,3.174488942112091,3.0776427349262843,3.1,3.3313720545795857,-4.7,False
Delhi-Jaipur,Short,2024-06-24,56363,18188.81,3.098773366701835,3.0921545509086226,0.2,3.3499966801441174,-7.5,False
Delhi-Jaipur,Short,2024-07-01,43353,13581.94,3.1919593224531986,3.0952181331145088,3.1,3.3669010298051014,-5.2,False
Delhi-Jaipur,Short,2024-07-08,70675,22675.23,3.1168371831289035,3.1072827679444277,0.3,3.545795292762744,-12.1,False
Delhi-Jaipur,Short,2024-07-15,58047,18798.67,3.0878248301608573,3.114312759050587,-0.9,3.4441386306349915,-10.3,False
Delhi-Jaipur,Short,2024-07-22,77512,24787.36,3.12707767184565,3.11849900125506,0.3,3.5158347883043497,-11.1,False
Delhi-Jaipur,Short,2024-07-29,58574,18614.78,3.146639390849637,3.1210976702697084,0.8,3.38996788868999,-7.2,False
Delhi-Jaipur,Short,2024-08-05,54269,17752.97,3.056896958649736,3.121791283247912,-2.1,3.3705491485856363,-9.3,False
Delhi-Jaipur,Short,2024-08-12,40815,13593.42,3.0025556482474607,3.1250622082377384,-3.9,3.3452025179627394,-10.2,False
Delhi-Jaipur,Short,2024-08-19,65726,21371.63,3.0753854525836357,3.10357054650466,-0.9,3.4217554669277734,-10.1,False
Delhi-Jaipur,Short,2024-08-26,32890,10588.85,3.1060974515646174,3.1006470572398848,0.2,3.391552846999231,-8.4,False
Delhi-Jaipur,Short,2024-09-02,66422,21555.86,3.0813894690353343,3.089914323378812,-0.3,3.2876122855144954,-6.3,False
Delhi-Jaipur,Short,2024-09-09,38044,12003.660000000002,3.169366676497001,3.085483359117116,2.7,3.2750529451723334,-3.2,False
Delhi-Jaipur,Short,2024-09-16,57204,18077.76,3.1643300939939465,3.0956760899091345,2.2,3.4298100216753795,-7.7,False
Delhi-Jaipur,Short,2024-09-23,43598,13832.820000000002,3.151779608207148,3.100332642677671,1.7,3.467828674477361,-9.1,False
Delhi-Jaipur,Short,2024-09-30,46663,15473.21,3.0157284752161964,3.10097516984736,-2.7,3.4222605031069495,-11.9,False
Delhi-Jaipur,Short,2024-10-07,38206,12370.69,3.088429182204065,3.0958291094181676,-0.2,3.5131156626483726,-12.1,False
Delhi-Jaipur,Short,2024-10-14,36357,11748.66,3.0945656781283994,3.106563301162743,-0.4,3.3544936903662665,-7.7,False
Delhi-Jaipur,Short,2024-10-21,65341,21230.66,3.0776716314989736,3.1089608293558384,-1.0,3.3375193199381767,-7.8,False
Delhi-Jaipur,Short,2024-10-28,52390,17266.420000000002,3.0342132300731706,3.1054076018476326,-2.3,3.492012229583466,-13.1,False
Delhi-Jaipur,Short,2024-11-04,62819,20890.82,3.007014564291876,3.0995105719773623,-3.0,3.4227778269600835,-12.1,False
Delhi-Jaipur,Short,2024-11-11,84388,20222.59,4.1729570742422215,3.079216557951722,35.5,3.447745798728505,21.0,True
Delhi-Jaipur,Short,2024-11-18,36658,8961.6,4.09056418496697,3.205294930482756,27.6,3.418110569454777,19.7,True
Delhi-Jaipur,Short,2024-11-25,46000,15044.25,3.057646609169616,3.322643002577734,-8.0,3.4319454636996314,-10.9,False
Delhi-Jaipur,Short,2024-12-02,54006,17735.57,3.045067060150872,3.3278827693219117,-8.5,3.440494705185906,-11.5,False
Delhi-Jaipur,Short,2024-12-09,79110,24556.99,3.2214860208844818,3.3224625040652622,-3.0,3.4281730975980236,-6.0,False
Delhi-Jaipur,Short,2024-12-16,79152,25725.85,3.0767496506432246,3.3383275469097726,-7.8,3.5469466701503793,-13.3,False
Delhi-Jaipur,Short,2024-12-23,47638,15304.54,3.112671142027137,3.3382122993028043,-6.8,3.506811493656316,-11.2,False
Delhi-Jaipur,Short,2024-12-30,52127,16196.9,3.2183319030184787,3.34801953829705,-3.9,3.4030431353329913,-5.4,False
Delhi-Jaipur,Short,2025-01-06,71329,22504.7,3.169515701164645,3.374434205637875,-6.1,3.4980041180854684,-9.4,False
Delhi-Jaipur,Short,2025-01-13,56039,18399.45,3.04568886569979,3.2490040340031783,-6.3,3.5282479865729104,-13.7,False
Delhi-Jaipur,Short,2025-01-20,55494,18119.65,3.062641938448038,3.11839461909478,-1.8,3.50416962018854,-12.6,False
Delhi-Jaipur,Short,2025-01-27,44743,14231.52,3.14393683879164,3.119019035254583,0.8,3.3862532527526548,-7.2,False
Delhi-Jaipur,Short,2025-02-03,45718,15162.14,3.0152735695620803,3.1313777575846795,-3.7,3.3323631936996736,-9.5,False
Delhi-Jaipur,Short,2025-02-10,44004,14720.18,2.989365619170418,3.1056012011693794,-3.7,3.3877438970894143,-11.8,False
Delhi-Jaipur,Short,2025-02-17,57719,18637.89,3.096863432502285,3.0946781972352784,0.1,3.4085110589266203,-9.1,False
Delhi-Jaipur,Short,2025-02-24,54432,17657.45,3.0826648241960197,3.092702233544672,-0.3,3.410400818229306,-9.6,False
Delhi-Jaipur,Short,2025-03-03,47867,14871.920000000002,3.2186160226789813,3.0757438486918645,4.6,3.5000609633958355,-8.0,False
Delhi-Jaipur,Short,2025-03-10,49600,15582.89,3.1829782537128866,3.0818813888811563,3.3,3.515234273355121,-9.5,False
Delhi-Jaipur,Short,2025-03-17,52228,16965.32,3.0785154656676093,3.099042562382794,-0.7,3.390391171202404,-9.2,False
Delhi-Jaipur,Short,2025-03-24,38731,12337.68,3.139244979607187,3.10102675328524,1.2,3.3467955634088744,-6.2,False
Delhi-Jaipur,Short,2025-03-31,68375,22376.88,3.055609182334624,3.100440270887183,-1.4,3.2322382107924352,-5.5,False
Delhi-Jaipur,Short,2025-04-07,63722,19987.05,3.1881643364078243,3.1054822224837513,2.7,3.526217988209544,-9.6,False
Delhi-Jaipur,Short,2025-04-14,52680,17587.5,2.9953091684434967,3.130332062138427,-4.3,3.3993524808293762,-11.9,False
Delhi-Jaipur,Short,2025-04-21,43707,14226.64,3.072194137196133,3.1176377791310785,-1.5,3.293837437297759,-6.7,False
Delhi-Jaipur,Short,2025-04-28,38818,12795.27,3.0337773255273235,3.1163289432560926,-2.6,3.4147811612854055,-11.2,False
Delhi-Jaipur,Short,2025-05-05,41361,12443.94,3.323786517774917,3.0932241061121357,7.5,3.614807290784944,-8.1,False
Delhi-Jaipur,Short,2025-05-12,31412,9862.83,3.1848870962999465,3.110825139119889,2.4,3.59340162865612,-11.4,False
Delhi-Jaipur,Short,2025-05-19,71144,21405.82,3.3235820912256573,3.1241215929489314,6.4,3.473754965104235,-4.3,False
Delhi-Jaipur,Short,2025-05-26,57402,17501.15,3.279898749510746,3.1471637319012404,4.2,3.477622576966933,-5.7,False
Delhi-Jaipur,Short,2025-06-02,51376,16345.12,3.143201151169279,3.1751999277982557,-1.0,3.571244813860265,-12.0,False
Delhi-Jaipur,Short,2025-06-09,46732,14261.44,3.276807952072161,3.1695795296434373,3.4,3.474484348038549,-5.7,False
Delhi-Jaipur,Short,2025-06-16,80417,24423.7,3.2925805672359227,3.20476687759702,2.7,3.719532265276978,-11.5,False
Delhi-Jaipur,Short,2025-06-23,45069,14442.09,3.1206702077053943,3.232315181351994,-3.5,3.762226915526251,-17.1,False
Delhi-Jaipur,Short,2025-06-30,65746,19710.36,3.335606249708276,3.243176791624253,2.8,3.544290194316084,-5.9,False
Delhi-Jaipur,Short,2025-07-07,70596,21864.48,3.228798489605058,3.244654258115923,-0.5,3.63991612194976,-11.3,False
Delhi-Jaipur,Short,2025-07-14,70472,20773.49,3.392400602883771,3.250143182279062,4.4,3.5916689665706785,-5.5,False
Delhi-Jaipur,Short,2025-07-21,69601,21710.65,3.205845978816848,3.258745496236326,-1.6,3.5276350809882047,-9.1,False
Delhi-Jaipur,Short,2025-07-28,46539,13949.04,3.3363586311316045,3.2494888998995886,2.7,3.563538464323174,-6.4,False
Delhi-Jaipur,Short,2025-08-04,43595,13066.009999999998,3.336519717955214,3.27363358489488,1.9,3.7250718243169616,-10.4,False
Delhi-Jaipur,Short,2025-08-11,58346,17304.440000000002,3.3717358088444347,3.2810975556302613,2.8,3.530658775963705,-4.5,False
Delhi-Jaipur,Short,2025-08-18,60766,18537.58,3.277989899436712,3.290991960831325,-0.4,3.785222203965166,-13.4,False
Delhi-Jaipur,Short,2025-08-25,66759,20665.78,3.230412788677708,3.31065692229774,-2.4,3.6318250152556764,-11.1,False
Delhi-Jaipur,Short,2025-09-01,43937,12729.18,3.4516755988995365,3.2975077396689185,4.7,3.6688614473543484,-5.9,False
Delhi-Jaipur,Short,2025-09-08,76150,23437.72,3.24903616904716,3.3253673783307285,-2.3,3.7173668532811512,-12.6,False
Delhi-Jaipur,Short,2025-09-15,41073,12755.34,3.220063126502312,3.307446824101152,-2.6,3.9808099888616924,-19.1,False
Delhi-Jaipur,Short,2025-09-22,73158,22767.52,3.213261699122259,3.3092239675618353,-2.9,3.7968730320939086,-15.4,False
Delhi-Jaipur,Short,2025-09-29,73783,21475.16,3.4357369165119143,3.293836851060667,4.3,3.820635179842625,-10.1,False
Delhi-Jaipur,Short,2025-10-06,70592,22007.36,3.2076541666060807,3.3062390008802547,-3.0,3.941933793159432,-18.6,False
Delhi-Jaipur,Short,2025-10-13,47569,14397.190000000002,3.3040475259408253,3.2857287956004604,0.6,3.865549212043615,-14.5,False
Delhi-Jaipur,Short,2025-10-20,54177,16514.18,3.2806351874570825,3.2889859989134744,-0.3,4.0953337235246625,-19.9,False
Delhi-Jaipur,Short,2025-10-27,43058,13558.18,3.1757949813323028,3.2952637987608964,-3.6,4.073233796244365,-22.0,False
Delhi-Jaipur,Short,2025-11-03,71281,21060.51,3.3845809052107474,3.260778721564992,3.8,4.199374723893024,-19.4,False
Delhi-Jaipur,Short,2025-11-10,72379,22148.92,3.267834278149905,3.2777218135854405,-0.3,3.96803108409633,-17.6,False
Delhi-Jaipur,Short,2025-11-17,54268,16524.63,3.284067479877008,3.2836932075413894,0.0,4.322076630701151,-24.0,False
Delhi-Jaipur,Short,2025-11-24,61885,18320.27,3.3779523991731564,3.292543930135733,2.6,4.15642174319512,-18.7,False
Delhi-Jaipur,Short,2025-12-01,31075,9719.25,3.197263163309926,3.2853208654683885,-2.7,4.39279820396953,-27.2,False
Delhi-Jaipur,Short,2025-12-08,43378,13585.56,3.1929489840683787,3.284021990056369,-2.8,4.431940784354071,-28.0,False
Delhi-Jaipur,Short,2025-12-15,77076,23800.870000000003,3.2383690176031377,3.2701346723223135,-1.0,4.388091164267902,-26.2,False
